t,u,y
25.72000000,1.08388567,617.14288330
25.74000000,1.08388567,610.71435547
25.76000000,1.08388567,604.28576660
25.78000000,1.08388567,597.85717773
25.80000000,1.08388567,597.85717773
25.82000000,1.08388567,585.00006104
25.84000000,1.74644184,585.00006104
25.86000000,1.74644184,585.00006104
25.88000000,1.74644184,604.28576660
25.90000000,1.74644184,610.71435547
25.92000000,1.74644184,617.14288330
25.94000000,1.74644184,623.57147217
25.96000000,1.74644184,623.57147217
25.98000000,1.74644184,630.00006104
26.00000000,1.08388567,636.42858887
26.02000000,1.08388567,636.42858887
26.04000000,1.08388567,623.57147217
26.06000000,1.08388567,617.14288330
26.08000000,1.08388567,604.28576660
26.10000000,1.08388567,604.28576660
26.12000000,1.08388567,591.42864990
26.14000000,1.08388567,591.42864990
26.16000000,1.08388567,585.00006104
26.18000000,1.08388567,578.57147217
26.20000000,1.08388567,578.57147217
26.22000000,1.08388567,578.57147217
26.24000000,1.74644184,565.71429443
26.26000000,1.74644184,578.57147217
26.28000000,1.74644184,591.42864990
26.30000000,1.74644184,604.28576660
26.32000000,1.08388567,610.71435547
26.34000000,1.08388567,610.71435547
26.36000000,1.08388567,604.28576660
26.38000000,1.08388567,597.85717773
26.40000000,1.74644184,591.42864990
26.42000000,1.74644184,597.85717773
26.44000000,1.74644184,604.28576660
26.46000000,1.74644184,617.14288330
26.48000000,1.74644184,623.57147217
26.50000000,1.74644184,630.00006104
26.52000000,1.74644184,630.00006104
26.54000000,1.74644184,636.42858887
26.56000000,1.08388567,636.42858887
26.58000000,1.08388567,630.00006104
26.60000000,1.08388567,630.00006104
26.62000000,1.08388567,617.14288330
26.64000000,1.08388567,610.71435547
26.66000000,1.08388567,604.28576660
26.68000000,1.08388567,591.42864990
26.70000000,1.08388567,591.42864990
26.72000000,1.08388567,591.42864990
26.74000000,1.08388567,578.57147217
26.76000000,1.08388567,578.57147217
26.78000000,1.08388567,578.57147217
26.80000000,1.08388567,572.14288330
26.82000000,1.08388567,572.14288330
26.84000000,1.08388567,565.71429443
26.86000000,1.08388567,565.71429443
26.88000000,1.08388567,565.71429443
26.90000000,1.08388567,565.71429443
26.92000000,1.08388567,559.28576660
26.94000000,1.08388567,565.71429443
26.96000000,1.08388567,559.28576660
26.98000000,1.08388567,559.28576660
27.00000000,1.08388567,559.28576660
27.02000000,1.08388567,559.28576660
27.04000000,1.74644184,559.28576660
27.06000000,1.74644184,559.28576660
